id,puzzle,solution,time_sec,difficulty
1893896,.6...93.....34...7..71..4....45..1.......6..2.39......9....42.1.....5.4...362..9.,462759318891342657357168429724593186518476932639281574975834261286915743143627895,12.110,2.6
254490,2...4.9.77.5.1....4.....5.......5.69.5...428...1.62....2.97.........1..2.3.....4.,263548917785319624419627538842735169657194283391862475124973856576481392938256741,5.336,2.3
1964772,...367.....2..4......1...98.5...1.3476....92...4.......37.5......9.....34.......2,895367241172984356643125798958271634761843925324596817237458169589612473416739582,32.700,3.0
242676,6.1...29....2.78...7...8.5..4.....8...9......8..315...9....25......4.3.....95..4.,681534297495267831273198456346729185159486723827315964934672518562841379718953642,22.123,1.9
2740451,17.......3.56...1.9....325.7.......2.3..9.1....2.....4...57..4..8....9......1...6,178925463325647819946183257719854632634792185852361794261579348587436921493218576,8.366,2.5
2603659,..7..8.4......6.7.1....96.5....6.92.........6.9...1.8..2.......7.82....3..6.....4,267538149539146872184729635845367921371982456692451387423615798718294563956873214,22.238,2.1
2046530,..79.1...2.....1...6.578....28...7.........6..3..6.9.2.......9687...32.54........,547921683289346157163578429628159734914732568735864912352417896871693245496285371,133.767,3.0
2981442,....7..85.....43..6...3.2........7..4....1..2..34...9614.9.....9..5...732.......9,314276985752894361698135247861329754479651832523487196147963528986512473235748619,17.738,2.0
2211911,.7...139.....96.7.5...8.....57.1......6..3.12...64...3.29.....7..3.....4.4.....2.,674251398238496175591387246357812469486973512912645783129564837763128954845739621,2.003,2.3
537400,4..26......29...54..8..3.....1.9.2..2..1..7.9.7............4..3..36...91.......4.,439265178762981354518743962351497286284156739976328415697514823843672591125839647,596.431,2.6
1342679,..7....2......8715......6.......9.6..76.32...3.....1..86...5..9.218..4....5.9....,587361924634928715192754683218549367476132598359687142863415279921873456745296831,62.486,2.0
2492728,.97.2.5.461..4.3.......6.................34..98.....72....9...5.......2..46.75.8.,397821564612547398854936217425719836761283459983654172178392645539468721246175983,7.525,1.7
43152,.....5.2..3..2..4.5..96...1.........7.....38.6.8...7.93..7.9....1....2.....8....5,186475923937128546524963871293587164751694382648231759362759418815346297479812635,20.097,1.7
95030,.....1.96..4...5..61.3.....12....97..8.64.3..7...........48........32....9....2..,832571496974268513615394782126853974589647321743129658267485139451932867398716245,2.111,1.4
2692834,.2....5....16.8.....6..318....8.1..73.84.....7.......2.....4.764..3........9.74..,827149563931658724546723189265891347398472651714536892153284976479365218682917435,8.008,2.2
1018015,8.....7..1..2....6.9.3......5..8..4...26....3....5...2.2..4......91......4....1..,835461729174298356296375418653782941982614573417953862721849635569137284348526197,72.770,1.9
1523055,.5...17.3.........2739...6..6.71..5...9....1.7.......45.....9......26....86...52.,958261743641375892273948165862714359439852617715639284524183976197526438386497521,103.742,1.8
101520,....3....21..7.8........51..6.48.9.2.2...7.............5...2..91...45.6..96.....8,549138726213576894678294513765481932924357681831629475357862149182945367496713258,156.513,2.1
2195201,.83.......6.7892..2..5..9.....9..5......5.836..1........98..4.....69...74....3...,983421675165789243247536918638947521794152836521368794379815462812694357456273189,1.155,2.1
271032,......583.....6...3...79..1.5...14...7.9.....8...4....6.9..4.2..4.........71..36.,796412583415386297382579641953861472274935816861247935639754128148623759527198364,4.891,2.0
664565,.8..9.1..7.....835..4........82...5.5..63....4...786......2.7.3.......1....754.2.,682395174719462835354817269968241357571639482423578691895126743247983516136754928,10.473,2.0
2009194,.6.3.7......4....3.8......99............1.8....592..3.5...78...7.1..6.4.......7..,269387514157492683483651279912863457346715892875924136594278361721536948638149725,117.001,1.1
2128270,.61.9258....7.13....3......7.21..86...62......1..5.9....5..3..9.3....6......7..2.,461392587529781346873465291752139864986247135314658972645823719237914658198576423,8.991,2.8
1719658,.9...2..48.6.1....1...9.....61.8..25.....5..9..7......3..679.8........5.6.8...7..,793862514826514937154793268961487325482135679537926841315679482279348156648251793,6.281,1.6
2944400,1...543...2..6.7...3.17..5.2......9...3..6..554..2........1..7.....3......4..9..2,197854326425963781638172459276541893813796245549328617362415978981237564754689132,100.914,1.9
2560100,.............8....463...8.168.1...4.......12...23...7..76..1..5.....92..1..547...,897416352251983764463725891689172543734658129512394678976231485345869217128547936,6.350,1.8
2673977,.6...14.7..2.7..6..8....1....52....1..8.....937..5....9..3.5..2..6..97.4.........,569831427132574968784692153495267381628413579371958246947385612856129734213746895,8.013,1.8
1972608,.9.........5.8...2..4...67........3.75...89..9.81..4....6.1.......6..7.1.392.....,297361584365784192814952673641579238753428916928136457476815329582693741139247865,23.265,2.5
1812144,.9..5.6.4.1..6..9..............15.6.8.....9.....63..7...3728....4......35........,397251684418367295625984137974815362836472951251639478163728549742596813589143726,101.997,2.1
2211794,.3...2....4.1687..2.....81...45.19..9.3.....76.5.3............4...2..1.....45.6..,138972546549168732267345819874521963913684257625739481752816394486293175391457628,20.297,2.3
2269937,.............59..7.35....94...1...2.29.8.....4....7...8.2...7...5..726.3.......51,941738562628459317735261894587193426293846175416527938862315749154972683379684251,28.283,2.5
955063,...8...3...2...5..9..24.7....1....6.6....7....4......52.5..63..49.......3..4.5.1.,174859236832761549956243781521394867689517423743628195215986374497132658368475912,2.704,1.2
2377274,..93....8....5.43....9..7...4...1.8..7.6.......1.29...1..2..3...3.....7.2....8...,759314268816752439423986715942571683578643921361829547185267394634195872297438156,16.791,2.8
515670,...9...7..1.......3...21....4.3..5..58..1..9.9..5...6.1...93..2..7.4...6..2...7.9,654938271218675934379421685741369528586217493923584167165793842897142356432856719,2.079,1.4
1814911,.15.687..9.3..15.....54...3...8..3..36....81..5.1....68.1.5.....2.6.......9......,215368749943271568786549123197826354362495817458137296871954632524683971639712485,0.232,1.9
1991328,..79...4......1.2.1.9.3........83..7.6345.9.......6.5.7..51..........6...8....5..,837925146654871329129634785915283467263457918478196253746519832592348671381762594,12.898,2.7
2324910,.7....85.2.53....9..1....26.8..1..7..1.......49...2.......5......3...9.46..4.9...,974261853265387149831594726386915472512746398497832615149653287753128964628479531,14.130,2.5
2740775,.83..6...............598.3.7.12.5....4.....6.5.....2.7....73.....54...9..3.9.27.4,483126579659347128217598436761285943342719865598634217924873651875461392136952784,8.861,1.5
1126781,..68.3..4.9.2....7.......2..4...6..33..4.91..9.......6.14.2.56...7.............81,526873914198245637473691825745186293362459178981732456814327569657918342239564781,4.237,1.5
601198,7..1...8........6...6....29........59..6782...319.....14...........2387.3....1...,725169384893245167416837529278314695954678213631952748147586932569423871382791456,7.226,1.2
2868529,..9....5...8..41...6..7...87.5..1.8...1....35......4.6386..2...............3.69..,279813654538964172164275398745631289691428735823759416386192547912547863457386921,8.449,1.3
1974131,..4.8.....1...2.4....7..89..........3.96..7....72..9.553..6....8....7..1...5..6..,974386152618952347253741896465879213329615784187234965532168479896427531741593628,38.532,2.6
239556,.......9.9.1582....2...............7....46.1...8..1235..5...123..94.....6..7..45.,876134592931582764524697381193258647257346918468971235745869123319425876682713459,5.934,1.3
1279864,52......1..9.56....37.......6.7.9...2...4...3.7......87..8.....4..5.79......2..8.,528974361149356827637182549861739254295648173374215698752891436483567912916423785,5.801,1.6
52721,.8.....7.2..4....9....92.8.4.67.9...5.............82..9.4.613...5.....1....9....6,189635472265487139347192685426719853538246791791358264974561328653824917812973546,7.088,1.7
2133724,..5..189.9....7.........21..4.3.6...8.3.14...........1....5.4....6732..52........,375261894912487563684593217541376928823914756769825341138659472496732185257148639,40.779,1.1
854986,....6.59....7...4....4.56.2.8..94....4.....5....1.....72...3.....1..63....9..7..1,234861597516729843897435612185394726943672158672158934728913465451286379369547281,59.713,2.3
2105088,.2.4381......19..3.........1.7....6...674..89....5.3...4.....5.2.......8.7.8...2.,629438175758219643314675892197382564536741289482956317843127956261594738975863421,1.013,1.1
1267474,..7.....3....1..9...932..8.........24...3.91.....9.45..1275...87.81......3.2.....,867945123325618794149327685591476832486532917273891456912754368758163249634289571,10.226,2.8
2178621,.6.8...49.41....2...3...8...3..9.4.8..7.........563..7.8.........6.875..1..4.....,765832149841659723293174865632791458957248631418563297584316972326987514179425386,18.914,2.8
2224532,8....7.3..3...1...6...9...27...891.6....1.........6.84..89...7....85.3.15......4.,851627439239541867674398512743289156986415723125736984318964275467852391592173648,1.168,1.3
2577072,.8..3...2..3........68.9.....4..23.1...6...9.......7..4...27..38....4...25..8..47,985136472143275968726849135694752381372618594518493726461927853837564219259381647,11.812,2.3
1138474,.3...27..6...5...2.2..1...83.75...4...........9.6.13.....8.9..4..4....7.26..4....,531482769648957132729316458317598246856234917492671385173869524984125673265743891,7.052,1.5
2964168,..4..5..1.1..7.9.......6.4.1.....5.2.3...8.........7....8..26..5...9.3.43..5.....,674985231812473956953216847187349562236758419495621783748132695561897324329564178,15.467,2.1
552789,...74.........3.4.9.82.6..3..298..6.3.......95.7...........241..7.....36.5.......,635748921721593648948216573412985367386427159597631284869372415274159836153864792,14.294,1.6
217781,..67.59..7.8.3.2.......13......9....2......145....7....4.6..1...6......2..18.2..6,136725948798436251425981367614298735279563814583147629842659173967314582351872496,6.128,1.5
845442,.8...6....9.7..6.3....93...4.31....59...47........2...12....9.6......1....4..9...,381456729295781643647293581473168295912547368856932417128374956769825134534619872,3.069,1.2
667027,7....29..19....8...8..61.....9.4.17....3....6....5.3..3.1........4.8.....6.2..4..,745832961196574823283961754539648172418327596672159348351496287924783615867215439,7.881,1.7
1433775,.9.....8.4...37..26.32..7.5....1.......4261.8.......3....36.2..38.....7....1.....,792541386458637912613289745869713524537426198241895637174368259386952471925174863,26.864,2.7
1170081,..5...4..2...4...9..7..1.....61...8....27.9..3.....2.....69.7...8.7...5..3....8..,815369472263847519497521638926154387548273961371986245154698723689732154732415896,24.417,1.4
2012673,.29....6.6.7...9....1.....87....58.9...9...2..3....1...1..4...5..6.5....2...8..7.,329871564687534912541296738762315849154968327938427156813742695476159283295683471,23.121,1.9
3074,.7.5...3......8....61..3.855...971........7.6...12....7..64.........9..841.......,874562931235918674961473285526897143198354726347126859783641592652739418419285367,6.129,1.9
226112,.45..9.6.....5..48...32.1..9..843...........17.3..1..9.8.....7....4..6..3..2.....,245189367139756248678324195951843726864972531723561489482615973597438612316297854,3.111,1.8
738003,..9....24..7.32...........5.7.8..1...4.....96.68....4.....85....54.....8...91....,519678324487532619632149785975864132241753896368291547793485261154326978826917453,2.290,1.7
1674303,.....4715.98.3.4..1........217..38....5......9.........5...9...4..2.7..1...1..357,362984715598731462174625938217593846835476129946812573751369284483257691629148357,3.921,1.4
2733359,.............41.58..7.5..92...6....19.3.7..8..4.8..............6..93.7...85..2...,456289173239741658817356492578624931963175284142893567394517826621938745785462319,44.023,1.1
2684728,..7..........6...7.2....35.4...2.5..58.....92...39...61...3...98....7......1426..,917583264358264917624719358496821573583476192271395846145638729862957431739142685,1.162,2.1
2752970,....45.........8.7...7.9..6..9......57...8..43.26..7.....4.7..563....2...2......8,867345192953216847241789536419572683576138924382694751198427365634851279725963418,7.077,1.6
2434909,.8.5.......32...8474...35...2.7....13...267.9..6........1..4....5....4.........38,182549367563271984749863512925738641318426759476195823631984275857312496294657138,3.071,2.2
2318500,...7..9.4.28....61.6........8.5....77.6.9.8..1..6....2...9.....6.5.7.4....4....2.,531726984428359761967418253283541697746293815159687342812934576695172438374865129,15.347,2.6
1415925,7...28..4..5....63.6.9....7.1......62......15..83.4...3..4.7....8............65..,739628154825741963164935287913572846247869315658314792391457628586293471472186539,36.242,1.3
287601,..471......7.4..8..6..9..7..56.8..1...8.....7....3.64.34....29..9...1.....2......,984712356527643189163598472256487913438169527719235648341876295895321764672954831,21.074,2.3
2358621,7.........9..34..1..6.958..8......4.1..5...9.5.9.4.7..9.1..3.2........8...5..6...,754681932298734651316295874862379145147568293539142768971853426623417589485926317,51.019,1.4
2385704,9......4.4..98......1.....5....53..6.2..9.8..19......7..2........83...1.6...4..3.,987615243453982671261437985874253196326791854195864327532179468748326519619548732,42.292,1.9
2038148,9..6.7......8.3.1.....5.7....57.9....3......4...1...58.52...4...73.1.....9.5.....,914627583527843619386951742245789136831265974769134258152398467673412895498576321,32.454,2.1
492839,..5...7..7.2.6..5.....7.4.3.....7.68.3..2...99....6....8.4.....6.....9.5....3....,395148726742963851168275493421397568836524179957816342283459617614782935579631284,12.408,2.1
1908820,...9..14...9....7....6.3..2..4.3...7.......24.5.7...8.1....2...29..8.....865.4...,537928146629415873418673952864239517971856324352741689145362798293187465786594231,9.061,1.3
2897821,....5..4..9....87....4...26.3.9...8.....1....4.26....5..5.9....287..6....4...2...,726358941594261873813479526631925487958714632472683195365897214287146359149532768,16.328,2.7
1970264,...39.....8..6..7..35.....924...6...5....1.2...18.93....67......5.....94.....8...,127394856489165273635287419243576981598431627761829345916742538852613794374958162,27.801,2.0
1481304,..........8.59......61.7..48.....1..4...5..6.3..7.4.5.......7.....4..83.6.9..2...,753248691184596273926137584895623147472951368361784952548319726217465839639872415,1.728,2.2
382284,...87.51..............517.93........8..7..34......2..1.23....5.5.4.3..8..6.....2.,439876512157923468286451739371684295892715346645392871723168954514239687968547123,17.716,1.3
2328534,..1..6.58.73.2......2.......2......1...96..7.8.9.1.........4..3...2......378..9.4,941736258673528419582149736726485391314962875859317642198674523465293187237851964,20.811,1.9
502757,.67.35..49.4....8..3.......5..49.1.3...7..9.84...1....7.....8..........632..6..7.,867135294954627381231984657572498163613752948489316725796543812148279536325861479,2.682,2.7
1844079,.43..56.........3.5.9.....8...736....72....4.8..4....9....4...6.2..1....9.8.....7,243875691786192534519364278491736852672589143835421769157948326324617985968253417,7.928,1.8
1851781,4............3479.....2...5.....75.3.32.....8..69...7..5.4.....6....2...84......6,425798631168534792379621845984267513732145968516983274251476389693812457847359126,38.664,2.2
716519,..6..95.4........84.2....612.7.4........31.2...4.9..5.95.8..........3.....1.6.8..,816329574375416298492587361237645189589731426164298753953874612628153947741962835,40.243,1.6
23347,.7.98.3.5.9...............28.1........6.4..5..29.3..7.1......9....4.5..8....71..3,274986315593214786618357942851769234736142859429538671185623497367495128942871563,41.145,2.1
2364557,......7.....18.6..17..2...4.4...3.69...5.....8.3....5.4....6.9...9......7368.1...,625439781394187625178625934542713869967548213813962457451276398289354176736891542,1.042,1.8
859886,.8.....26..9...7..3..79..8...4......5..4....11...5..9..5.8.......2.39........12..,785143926469285713321796584234917865598462371176358492657824139812539647943671258,65.198,2.2
491533,7...6...9..2.......9.73.......2.53.4.7..4152..5......7...8.49....1...2.....5..1..,745162839832459761196738452618275394379641528254983617523814976461397285987526143,5.460,1.2
411790,....345..8.......1.7.8.2..3...29.....61..7..52.9....8..4.........7........27.5.6.,926134578853679241174852693785291436461387925239546187548963712617428359392715864,61.987,2.8
107831,5...9........614.3.7......68....256.1....9.2.......8.9..3.1.2744.8......7..3..6..,546893712289761453371245986897432561154689327632157849963518274428976135715324698,14.388,1.5
441595,..31....591....37......7.46.8..23.....56..7...........6...1.2.87......6....5.....,473162985916854372528397146187923654245681793369475821654719238731248569892536417,11.147,1.3
1071132,....8..4.9.45......7......97......8...3...27..2.36.1..14..95.....5..2.........7.1,251983647934576812876124539769251483513849276428367195147695328385712964692438751,0.835,1.5
2946245,.2.......3......5...4..7.968.639..47..2..4.817...........9.6.......3..794...8...3,629853714317469852584217396856391247932574681741628935173946528268135479495782163,1.641,1.4
1709830,.....7..2...896....3....57..53.....41.4....2....62.....817.9...9..4..........3.5.,418537692572896413639142578253918764164375829897624135381759246925461387746283951,23.535,1.6
819413,.6.....95..795..6...8......9....3..2......4....4.7...3...1.6..8.4...2..92..7...1.,461827395327951864598364127975413682832695471614278953759136248146582739283749516,2.978,2.6
752297,..1..2.4..4....3......68.7...9...62.5.......387.1......6.74...5....8.....5....23.,981372546647951382235468971419537628526894713873126459162743895394285167758619234,2.980,2.1
1062394,4..7.132.1.....75..8..6...95....3......9..6...2...4.1..43......7..2..9.....5.....,495781326136429758287365149578613492314952687629874513843196275751238964962547831,31.717,2.4
1244733,.1.9..7.4..3........283........5..21.....6......2.9.8..7...3...4......1.9.6.14...,518962734693471258742835169869357421324186597157249683271693845435728916986514372,42.282,2.8
2670855,...6.78.5.....9.2...2......69.........3.45..9..7.1..8...........1.49.7.6.3...2..4,349627815761589423582134967698273541123845679457916382974361258215498736836752194,92.379,2.9
944141,.25.3..91.6...........1.36...6.5.1...8...1.7....7....8.7...6..2......5..4.2.....7,825634791361975284947812365796458123583291476214763958179546832638127549452389617,1.180,2.0
2153763,...3..6.43...4......2.8.....5...1..9...4.6...1.7.2..5..91...8.2...2...4..8.7.....,815397624379642185642185793453871269928456371167923458791564832536218947284739516,3.026,1.9
2040566,..3....5.....86...6...5.714.329...........5...4.....2....19....12....8....6.74...,273419658415786392698253714532947186869321547741568923387192465124635879956874231,12.650,1.9
361465,.....7....3....4..4.....61...1.36.7...6...84.9....83..8127........29..8....6.....,268147593135869427497325618581436279376912845924578361812754936653291784749683152,67.477,1.7
2202815,16..5...3..8.....6.....2...2...89....3...45..5.1.....4....7..6..9.1....76......32,167958243928341756453762819246589371739614528581237694812473965395126487674895132,16.552,1.8
661317,8.........9.......2....1....41.8...7.5..7.21....5.4..317..5.83......6.5...5....2.,817965342594327168263841975641283597358679214729514683176452839982736451435198726,2.480,2.2
1186361,9.2.4......78..5..6......8....4....7..6.129..2...3..5...5..72.3..9......74.......,982345671137826594654971382593468127476512938218739456865197243329684715741253869,107.228,2.2
220929,.624............16.5..1....5.7.....8..38..4..9..3....5...14..2..9..7.8..7.....6..,162438579478592316359716284527964138613857492984321765836145927295673841741289653,0.667,2.7
83186,..9...751.651......4...7....2..5417........9....6.3..5.9...23.....9....6.......1.,839246751765189432142537968926854173358721694417693825591462387273918546684375219,26.420,2.1
5836,6.1.7...8......1.4..78.....8.6..3...923..5.......6..4.....1.3.....2....52....4..7,691472538582396174437851926846123759923745861175968243754619382369287415218534697,6.996,1.7
528430,..8.965..63......9...2......7..3....9..71.....5...48..38..7.2...2.5..1.........5.,248196573631857429597243681874635912962718345153924867385471296726589134419362758,7.647,2.0
2229656,....26.8.4..9...636.9...51..4.1..........4..557........21.3........689.........38,715326489482915763639487512246153897198674325573892146821739654354268971967541238,3.986,2.2
769892,.3....67....94..5....1.3.8..9428...7...5.1...5.2.......8..1.2..6.9.....5...3.....,931852674268947351457163982394286517876591423512734896783615249629478135145329768,46.627,2.5
1320403,.8.1........42...9...6....14...71..8..2.6....3...8..4..7.........1.9.27.9.....4.6,589137624136428759724659831495271368812364597367985142278546913641893275953712486,7.304,1.4
1299232,5....4....8..19...6..27....15.........8...1.7..9..25....7...481.....3.5........96,591634278782519634634278915153467829268395147479182563327956481916843752845721396,38.819,1.6
1571905,.6.9.............3.496318....5......234.5.....1...6..4...32..7.......9...9.5....1,563982147821745693749631852675493218234158769918276534186329475357814926492567381,4.960,1.5
2999739,..5...4......3...1.6...1.5.8...657......9.2...3...7.4...72..964....78...9........,195682437478539621263741859824165793751394286639827145587213964346978512912456378,13.402,2.7
1563727,.....6...9....2.6....14.5.9.7...8......7...4...1.5438.4...3.1...9.6.......5..7..3,152896734943572861786143529574328916839761245621954387467239158398615472215487693,0.558,1.6
2144081,6........57..9...6.....4....25....9...16...4......8.2.4..97.1...8.....3.....8...5,648135279573892416219764853825347691731629548964518327456973182187256934392481765,64.498,2.9
1225113,...9..7..57.....84..2.7...1..41..69.76.3.9.......5...2...2.........3.4..68.......,816945723573612984942873561324187695765329148198456372437261859259738416681594237,178.212,1.2
2771756,.47..1.268.16...9..........529..87.....7..2......5.....1..7......4..6..1......54.,947581326831627495265934178529368714186749253473152689318475962754296831692813547,96.076,2.2
2707750,....6.13.5.....6.....1.39.7.35..9....4...7....7..4..6....58....7.....4..6549..8..,987462135513798642462153987835619274246837519179245368321584796798326451654971823,11.085,1.6
12324,...4.59..7......18..2..657..7......5...1...3.1.....8......69..2....8...19.5.3....,618475923754392618392816574473928165586147239129653847831769452267584391945231786,5.751,2.3
405738,...69...1..6..45.........4.87.1.6.236....84..5.24......9...5.......2..6.......73.,345692871786314592921587346874156923619238457532479618193765284457823169268941735,10.505,2.0
2064726,.....4786.28.7........3..5......1..9..2.9714....46.....5.31.6....1........6...87.,913254786528679413674138952745821369362597148189463527857312694491786235236945871,3.592,1.5
2777060,...61.....75.9.2....3..2..4.9....35..52.....83....7.....7.5..2.1.........3.9....7,284615739675493281913872564798241356452369178361587492847156923129738645536924817,0.562,2.1
1045317,..318....6...........4..5......58.1...8..2.....5..637..4...1.5227..9..6...6.....7,453189726617523984892467531764358219938712645125946378349671852271895463586234197,3.007,1.7
2042348,5..2..87...8..........9..25.7....1.......6.48...14..3...7..2.....69.5.82.1.3...69,594261873268537491731498625479823156123756948685149237957682314346915782812374569,2.032,1.7
1435513,4.97....1.7..812..1.3..........78......62.3...64..9..8..591.4.....3...........16.,429763851576481239183295746392578614851624397764139528635917482218346975947852163,8.241,1.9
1637363,2.4.7....35...4.877..9........8.3....8....51.17..2..6........2....6.2.7.9.....3..,294578631351264987768931245526813794483796512179425863617359428835642179942187356,0.376,1.8
1820933,.159....8..87..94.3........2.....3...4..72.....1..965......7.35....2...9....5.2..,415963728628715943379248516296581374543672891781439652162897435857324169934156287,26.824,1.4
1980522,1.........7..9.......67..31....153.87..32..46........5......68...9.......5.7.2..4,168243759374591862592678431926415378785329146431867295217954683849136527653782914,52.382,2.7
899477,......3.92.4.78..............76....3..5..7...8924.....5.....12.....6..956..8.2...,751246389234978561986513472147689253365127948892435617578394126423761895619852734,3.857,1.5
4676,....3...2....9.8..6...71.4.1.8....5.42.....7.........6286..7.3.....6.9..5...18...,817435692354692817692871345168729453425386179973154286286947531741563928539218764,3.274,2.3
5703,..8.......2.....9.9..6.8.5..1..2.3.7.7..3...9.....6..8.3.1........7...4.65.....8.,568297134721453896943618752815924367476831529392576418234189675189765243657342981,4.048,1.3
1035637,.7.1..8..61...3...9....24..2.3..1.7....2....8...8.....8..9....1.45........6.1.54.,572194863614583297938672415283451976469237158751869324827945631145326789396718542,36.859,2.7
393725,.16.8.......937.....5........8.7....3..2...5...7.....2.....49....432...7...5...3.,916485273482937165735162489528679341369241758147853692853714926694328517271596834,17.802,1.5
56513,5.....6..3..12.7.9....5..........8..1.67..9.3.2..8...4.1.27......26....7.......9.,571893642348126759269457138495362871186745923723981564614279385952638417837514296,37.496,1.2
149222,..7..6.....9.417.8....5..6......2.......8463..7....21.4..5.8...1..........8.9...4,347826591659341728281759463936172845512984637874635219423518976195467382768293154,1.003,1.5
1910273,.45.....6...623....1...............7.6..9..1...247.......1..954...3.8.7...7.....3,245719836879623145613584729581236497764895312932471568328167954496358271157942683,9.150,2.3
1466999,......372.......94..5...6..1........6.7..3...3..6..9.1....8.....6.9.1..32..47....,416598372873162594925734618184259736697813245352647981549386127768921453231475869,82.335,1.9
775528,..47.65...5...9....73.4...9169.........5.4....8............8..2...2..8.3.1..6.9..,924736581651829734873145269169372458732584196485691327347958612596217843218463975,20.619,1.2
2460049,...5..8...5..247...13.....27........89..61....4..78...9.4....2..8......1..1....5.,279536814658124793413789562736452189892361475145978236964815327587293641321647958,39.200,1.8
1876290,...1..8...7..4..126....5..472............8.9.43.7...2.284.....1...6....9....5..4.,945172863873946512612835974729513486561428397438769125284397651157684239396251748,0.509,2.4
2970939,......86...7.3.......2......7.41.9...4...73..8..3...5.98...65.145...9......8.....,234571869197638245568294173372415986645987312819362457983746521456129738721853694,4.450,1.7
1197171,.6.8....7...52..3.8.21.....7.8..15..3..7....8....4..2...7......45.3............56,561893247974526831832174695748231569329765418615948723197652384456389172283417956,3.155,1.6
1035841,..35...69....235....1.8....9....2.3.68......54..8.........91...5.....7......5...2,843517269769423581251986374915642837687139425432875196324791658598264713176358942,20.117,2.2
2080880,.9......12.....46.....517....7.982....9.1.......2..1..5...6....3...7564..8......7,795426381231789465648351792157698234429513876863247159574862913312975648986134527,1.383,1.8
2307044,.2...6.7...3.47.5....5....8.39.2...........1...813.4...5761.....9....7....69...3.,521386974983247156674591328139724685745869213268135497357612849892453761416978532,17.566,1.8
115385,......37.54.3..2..7..........1....2.9....17.....2..6.8..6........842.......7.9..1,612948375549317286783652149861573924924861753357294618476135892198426537235789461,20.093,1.9
2454548,9...754....5.2..3...14......7.........69471.......8.5.42..5.7.96.....8.....1.....,968375421745621938231489576872513694356947182194268357423856719619732845587194263,4.440,1.3
1465353,92.1....7.5.......7.8.5...45.3.8...68....7.....7....2....9..4......6..5....3...82,926148537354729168718653294543281976862597341197436825685972413231864759479315682,45.705,2.4
1736374,.1.....7.8.2..5.4...6.87.....3.9.58.6.95..3.....3...........812..17.2..5.........,915643278872915643436287159723196584649578321158324967567439812381762495294851736,50.025,1.6
2126235,.9..6..8...2...37.3....96.......15..81...4.9......623.1.9......2.6.....3.7..2....,791362485462518379385479612627931548813254796954786231139645827246897153578123964,7.141,1.9
416634,.4.....5......67.9...92..4...5........427...616....5...5...38...76.1....89..4....,649137258283456719517928643725681934934275186168394572452763891376819425891542367,47.866,2.7
228051,..5......3...1...6..1...84..9.....63.74.2.........49...8..45....1.....3.....6...7,765498321348512796921736845892157463674923158153684972287345619516879234439261587,33.412,2.1
1001729,5.........4.....789.3...1.526.59.......1...23....6......8..673.4...5.....3.......,572681394641935278983742165267593481895174623314268957158426739429357816736819542,1.530,1.7
2413165,..9......438...7........2..8.17..6.56..1......45.3.........8.56...6..3795..3.....,219473568438562791756981243821749635673125984945836127397218456182654379564397812,19.227,1.1
409361,.....7.....139..8562........9..65..887.....5....1..7....384......2....91...2.....,358427916741396285629518437194765328876932154235184769513849672482673591967251843,4.679,1.7
606106,2.....4...96..47......7..8.....5..96..97.......862.....8.....4....5...7..4...192.,273185469896234715514976382127453896369718254458629137682397541931542678745861923,34.420,1.1
648262,..6........1.3..2587......3.........76...9.4......51.6...7.2......6..38.98......7,236541879491837625875926413159468732762319548348275196613782954527694381984153267,20.867,1.4
2958009,......3..4..8.6....3.5..8...1.49....56....7...4.....18..3.4..62..215............1,876219345425836179931574826217498653568321794349765218183947562692153487754682931,10.389,2.3
2870432,.7...52.6....7.9...643.....1..4......3.6.2.......3...13.5....288.......7.4.9.....,973845216518276934264391875159487362437612589682539741395764128826153497741928653,14.642,1.3
1408519,...1.2.3..5....9..9....8.2.5....3...1..92.....4.....7...2....83.9......6....75..9,678192435251734968934658127527843691163927854849516372712469583395281746486375219,0.604,2.1
2574507,..91......1..9.........5..4.2..7...97..3.2.4..486...2........188..437.....4.....5,679148253415293876382765194123574689796382541548619327237956418851437962964821735,1.448,1.7
2889867,748..9...1.....2.7.56......63.....5....2..8.4.8............7..24...9.5.8....46...,748329615193658247256471983632984751571263894984715326819537462467192538325846179,28.039,2.0
722869,2..4.......15.3...4...7.3.86....973...378...1.....69..7.59......2.........6..54..,237468519861593274459271368648159732593782641172346985785934126924617853316825497,5.232,2.6
1216817,9..4....2.8.56..4..7...2.9..59..1.3.3..7...56..7.8.....3.1...74....3...1.........,965473182182569743473812695859621437321794856647385219238156974794238561516947328,12.248,1.6
1479236,..7...1.48.2.....3...51...96.3.......24......5..69..........94..4..5.......1...62,957263184812974653436518279693481527124735896578692431361827945249356718785149362,33.246,2.5
1921367,.....4...21..9..3..375.....5...1.9..17......294....8.............6..821....475...,689324157215796438437581629568217943173849562942653871394162785756938214821475396,6.479,1.5
998807,........147.82....6..9..8.5......4.6......19..6.23.......6..........7..9.42..9.7.,983546721475821963621973845257198436834765192169234587798652314316487259542319678,7.393,2.5
2129949,.8..7.5.....2.....47..81..2......98.1.4..8.5...9.....1....1....7...49.........716,281976543596234178473581692357162984164398257829457361638715429712649835945823716,2.481,1.1
38325,8....2.......7.2..4....69..9.34...6...4...5.1..5..9........3..229.1.8...5.....8..,879342156361975284452816937923451768684237591715689423148593672297168345536724819,35.330,2.2
